Sample	Name	Strain	Treatment	Block	Compound	Compound_name	M	Type	Std_conc	RT	Area	ng.mL_QuanLynx	ng.mL_adj	uMol
7	20191211_LT_LML1_Ctrl	LML1	Ctrl	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
8	20191211_LT_LML1_DG	LML1	DG	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
9	20191211_LT_LML1_DIMBOA	LML1	DIMBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
10	20191211_LT_LBA71_MBOA	LBA71	MBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
11	20191211_LT_LBA71_Ctrl	LBA71	Ctrl	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
12	20191211_LT_LBA71_DG	LBA71	DG	4	1	HDMBOA-Glc	387.1	Analyte	NA	2.56	2.415	2.7	2.557906417	0.00660787
13	20191211_LT_LBA71_DIMBOA	LBA71	DIMBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
14	20191211_LT_LMH1_MBOA	LMH1	MBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
15	20191211_LT_LMH1_Ctrl	LMH1	Ctrl	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
16	20191211_LT_LMH1_DG	LMH1	DG	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
17	20191211_LT_LMH1_DIMBOA	LMH1	DIMBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
18	20191211_LT_LMX8_MBOA	LMX8	MBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
19	20191211_LT_LMX8_Ctrl	LMX8	Ctrl	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
20	20191211_LT_LMX8_DG	LMX8	DG	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
21	20191211_LT_LMX8_DIMBOA	LMX8	DIMBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
22	20191211_LT_LST11_DIMBOA	LST11	DIMBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
23	20191211_LT_LST11_DG	LST11	DG	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
24	20191211_LT_LST11_MBOA	LST11	MBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
25	20191211_LT_LST11_Ctrl	LST11	Ctrl	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
26	20191211_LT_LMD1_DIMBOA	LMD1	DIMBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
27	20191211_LT_LMD1_DG	LMD1	DG	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
28	20191211_LT_LMD1_MBOA	LMD1	MBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
29	20191211_LT_LMD1_Ctrl	LMD1	Ctrl	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
30	20191211_LT_LME3_DIMBOA	LME3	DIMBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
31	20191211_LT_LME3_DG	LME3	DG	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
32	20191211_LT_LME3_MBOA	LME3	MBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
33	20191211_LT_LME3_Ctrl	LME3	Ctrl	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
34	20191211_LT_LMA1_DIMBOA	LMA1	DIMBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
35	20191211_LT_LMA1_DG	LMA1	DG	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
36	20191211_LT_LMA1_MBOA	LMA1	MBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
37	20191211_LT_LMA1_Ctrl	LMA1	Ctrl	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
38	20191211_LT_LAR21_DIMBOA	LAR21	DIMBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
39	20191211_LT_LAR21_DG	LAR21	DG	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
40	20191211_LT_LAR21_MBOA	LAR21	MBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
41	20191211_LT_LAR21_Ctrl	LAR21	Ctrl	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
42	20191211_LT_LMK1_DIMBOA	LMK1	DIMBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
43	20191211_LT_LMK1_MBOA	LMK1	MBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
44	20191211_LT_LMK1_Ctrl	LMK1	Ctrl	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
45	20191211_LT_LMK1_DG	LMK1	DG	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
46	20191211_LT_LMB2_DIMBOA	LMB2	DIMBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
47	20191211_LT_LMB2_MBOA	LMB2	MBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
48	20191211_LT_LMB2_Ctrl	LMB2	Ctrl	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
49	20191211_LT_LMB2_DG	LMB2	DG	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
50	20191211_LT_LRH11_DIMBOA	LRH11	DIMBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
51	20191211_LT_LRH11_MBOA	LRH11	MBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
52	20191211_LT_LRH11_Ctrl	LRH11	Ctrl	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
53	20191211_LT_LRH11_DG	LRH11	DG	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
54	20191211_LT_LPD11_DIMBOA	LPD11	DIMBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
55	20191211_LT_LPD11_MBOA	LPD11	MBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
56	20191211_LT_LPD11_Ctrl	LPD11	Ctrl	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
57	20191211_LT_LPD11_DG	LPD11	DG	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
58	20191211_LT_LME2_DIMBOA	LME2	DIMBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
59	20191211_LT_LME2_MBOA	LME2	MBOA	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
60	20191211_LT_LME2_Ctrl	LME2	Ctrl	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
61	20191211_LT_LME2_DG	LME2	DG	4	1	HDMBOA-Glc	387.1	Analyte	NA	NA	NA	NA	NA	NA
60	20191209_LT_Stds13x_05ng	Standard	NA	1	1	HDMBOA-Glc	387.1	Standard	5	2.54	7.293	5.8	5.896794781	0.01523326
61	20191209_LT_Stds13x_10ng	Standard	NA	1	1	HDMBOA-Glc	387.1	Standard	10	2.54	11.954	9.5	9.66547166	0.024968927
62	20191209_LT_Stds13x_50ng	Standard	NA	1	1	HDMBOA-Glc	387.1	Standard	50	2.54	61.077	47.5	49.38414025	0.127574633
63	20191209_LT_Stds13x_100ng	Standard	NA	1	1	HDMBOA-Glc	387.1	Standard	100	2.54	116.648	90.5	94.31637428	0.243648603
64	20191209_LT_Stds13x_200ng	Standard	NA	1	1	HDMBOA-Glc	387.1	Standard	200	2.54	259.048	200.7	209.4546681	0.541086717
65	20191209_LT_Stds13x_400ng	Standard	NA	1	1	HDMBOA-Glc	387.1	Standard	400	2.54	530.865	411.1	429.2337805	1.108844693
62	20191210_LT_Stds13x_05ng	Standard	NA	2	1	HDMBOA-Glc	387.1	Standard	5	NA	NA	NA	NA	NA
63	20191210_LT_Stds13x_10ng	Standard	NA	2	1	HDMBOA-Glc	387.1	Standard	10	2.55	3.326	9	2.621791492	0.006772905
64	20191210_LT_Stds13x_50ng	Standard	NA	2	1	HDMBOA-Glc	387.1	Standard	50	2.55	62.507	53.8	49.27249573	0.12728622
65	20191210_LT_Stds13x_100ng	Standard	NA	2	1	HDMBOA-Glc	387.1	Standard	100	2.54	125.833	101.8	99.19058594	0.256240212
66	20191210_LT_Stds13x_200ng	Standard	NA	2	1	HDMBOA-Glc	387.1	Standard	200	2.55	265.04	207.1	208.9235169	0.539714588
67	20191210_LT_Stds13x_400ng	Standard	NA	2	1	HDMBOA-Glc	387.1	Standard	400	2.55	504.294	388.3	397.5206611	1.026919817
67	20191210_LT_Stds13x_05ng_02	Standard	NA	3	1	HDMBOA-Glc	387.1	Standard	5	NA	NA	NA	NA	NA
68	20191210_LT_Stds13x_10ng_02	Standard	NA	3	1	HDMBOA-Glc	387.1	Standard	10	NA	NA	NA	NA	NA
69	20191210_LT_Stds13x_50ng_02	Standard	NA	3	1	HDMBOA-Glc	387.1	Standard	50	2.55	60.666	53.6	51.46575661	0.132952097
70	20191210_LT_Stds13x_100ng_02	Standard	NA	3	1	HDMBOA-Glc	387.1	Standard	100	2.54	105.561	89.2	89.55224893	0.231341382
71	20191210_LT_Stds13x_200ng_02	Standard	NA	3	1	HDMBOA-Glc	387.1	Standard	200	2.55	254.335	206.9	215.7640722	0.557385875
72	20191210_LT_Stds13x_400ng_02	Standard	NA	3	1	HDMBOA-Glc	387.1	Standard	400	2.54	498.582	400.2	422.9700304	1.092663473
62	20191211_LT_Stds13x_05ng_01	Standard	NA	4	1	HDMBOA-Glc	387.1	Standard	5	2.54	4.322	4.7	4.577752189	0.011825761
63	20191211_LT_Stds13x_10ng_01	Standard	NA	4	1	HDMBOA-Glc	387.1	Standard	10	2.54	10.414	11.1	11.03024324	0.028494558
64	20191211_LT_Stds13x_50ng_01	Standard	NA	4	1	HDMBOA-Glc	387.1	Standard	50	2.54	44.904	47.3	47.56117175	0.122865336
65	20191211_LT_Stds13x_100ng_01	Standard	NA	4	1	HDMBOA-Glc	387.1	Standard	100	2.54	94.44	99.4	100.0284398	0.258404649
66	20191211_LT_Stds13x_200ng_01	Standard	NA	4	1	HDMBOA-Glc	387.1	Standard	200	2.54	192.701	202.6	204.1039853	0.527264235
67	20191211_LT_Stds13x_400ng_01	Standard	NA	4	1	HDMBOA-Glc	387.1	Standard	400	2.54	380.443	399.9	402.9555243	1.040959763
1	20191209_LT_LMI1_MBOA	LMI1	MBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
2	20191209_LT_LMI1_Ctrl	LMI1	Ctrl	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
3	20191209_LT_LMI1_DG	LMI1	DG	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
4	20191209_LT_LBA112_MBOA	LBA112	MBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
5	20191209_LT_LBA112_Ctrl	LBA112	Ctrl	1	2	HDM2BOA-Glc	417.1	Analyte	0	2.54	4.122	NA	3.3328655	0.007990567
6	20191209_LT_LBA112_DG	LBA112	DG	1	2	HDM2BOA-Glc	417.1	Analyte	0	2.54	5.26	NA	4.253001584	0.010196599
7	20191209_LT_LAR12_MBOA	LAR12	MBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
8	20191209_LT_LAR12_Ctrl	LAR12	Ctrl	1	2	HDM2BOA-Glc	417.1	Analyte	0	2.54	2.425	NA	1.960746928	0.004700904
9	20191209_LT_LAR12_DG	LAR12	DG	1	2	HDM2BOA-Glc	417.1	Analyte	0	2.55	2.834	NA	2.2914461	0.005493757
10	20191209_LT_LRH8-S_MBOA	LRH8-S	MBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
11	20191209_LT_LRH8-S_Ctrl	LRH8-S	Ctrl	1	2	HDM2BOA-Glc	417.1	Analyte	0	2.55	4.762	NA	3.850340977	0.009231218
12	20191209_LT_LRH8-S_DG	LRH8-S	DG	1	2	HDM2BOA-Glc	417.1	Analyte	0	2.55	6.77	NA	5.473920289	0.01312376
13	20191209_LT_LME1_MBOA	LME1	MBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
14	20191209_LT_LME1_Ctrl	LME1	Ctrl	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
15	20191209_LT_LME1_DG	LME1	DG	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
16	20191209_LT_LST15_DIMBOA	LST15	DIMBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
17	20191209_LT_LST15_DG	LST15	DG	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
18	20191209_LT_LST15_MBOA	LST15	MBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
19	20191209_LT_LST15_Ctrl	LST15	Ctrl	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
20	20191209_LT_LMX9_DIMBOA	LMX9	DIMBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
21	20191209_LT_LMX9_DG	LMX9	DG	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
22	20191209_LT_LMX9_MBOA	LMX9	MBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
23	20191209_LT_LMX9_Ctrl	LMX9	Ctrl	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
24	20191209_LT_LMI14_DIMBOA	LMI14	DIMBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
25	20191209_LT_LMI14_DG	LMI14	DG	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
26	20191209_LT_LMI14_MBOA	LMI14	MBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
27	20191209_LT_LMI14_Ctrl	LMI14	Ctrl	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
28	20191209_LT_LBA20_DIMBOA	LBA20	DIMBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
29	20191209_LT_LBA20_DG	LBA20	DG	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
30	20191209_LT_LBA20_MBOA	LBA20	MBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
31	20191209_LT_LBA20_Ctrl	LBA20	Ctrl	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
32	20191209_LT_LMQ1_DIMBOA	LMQ1	DIMBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
33	20191209_LT_LMQ1_DG	LMQ1	DG	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
34	20191209_LT_LMQ1_MBOA	LMQ1	MBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
35	20191209_LT_LMQ1_Ctrl	LMQ1	Ctrl	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
36	20191209_LT_LMG1_DIMBOA	LMG1	DIMBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
37	20191209_LT_LMG1_MBOA	LMG1	MBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
38	20191209_LT_LMG1_Ctrl	LMG1	Ctrl	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
39	20191209_LT_LMG1_DG	LMG1	DG	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
40	20191209_LT_NBC_DIMBOA	NBC	DIMBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
41	20191209_LT_NBC_MBOA	NBC	MBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
42	20191209_LT_NBC_Ctrl	NBC	Ctrl	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
43	20191209_LT_NBC_DG	NBC	DG	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
44	20191209_LT_LMF1_DIMBOA	LMF1	DIMBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
45	20191209_LT_LMF1_MBOA	LMF1	MBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
46	20191209_LT_LMF1_Ctrl	LMF1	Ctrl	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
47	20191209_LT_LMF1_DG	LMF1	DG	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
48	20191209_LT_LRC7-O_DIMBOA	LRC7-O	DIMBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
49	20191209_LT_LRC7-O_MBOA	LRC7-O	MBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
50	20191209_LT_LRC7-O_Ctrl	LRC7-O	Ctrl	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
51	20191209_LT_LRC7-O_DG	LRC7-O	DG	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
52	20191209_LT_LBA21_DIMBOA	LBA21	DIMBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
53	20191209_LT_LBA21_MBOA	LBA21	MBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
54	20191209_LT_LBA21_Ctrl	LBA21	Ctrl	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
55	20191209_LT_LBA21_DG	LBA21	DG	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
56	20191209_LT_T0_Ctrl	T0	Ctrl	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
57	20191209_LT_T0_MBOA	T0	MBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
58	20191209_LT_T0_DIMBOA	T0	DIMBOA	1	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
59	20191209_LT_T0_DG	T0	DG	1	2	HDM2BOA-Glc	417.1	Analyte	0	2.55	25.896	NA	20.93835152	0.050199836
1	20191210_LT_LMI1_MBOA	LMI1	MBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
2	20191210_LT_LRH13_MBOA	LRH13	MBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
3	20191210_LT_LRH13_Ctrl	LRH13	Ctrl	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
4	20191210_LT_LRH13_DG	LRH13	DG	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
5	20191210_LT_LRH13_DIMBOA	LRH13	DIMBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	2.55	3.085	NA	2.431818026	0.0058303
6	20191210_LT_LST17_MBOA	LST17	MBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
7	20191210_LT_LST17_Ctrl	LST17	Ctrl	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
8	20191210_LT_LST17_DG	LST17	DG	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
9	20191210_LT_LST17_DIMBOA	LST17	DIMBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	2.55	2.747	NA	2.165382209	0.005191518
10	20191210_LT_LMI13_MBOA	LMI13	MBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
11	20191210_LT_LMI13_Ctrl	LMI13	Ctrl	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
12	20191210_LT_LMI13_DG	LMI13	DG	2	2	HDM2BOA-Glc	417.1	Analyte	0	2.56	4.501	NA	3.548010675	0.008506379
13	20191210_LT_LMI13_DIMBOA	LMI13	DIMBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	2.56	14.821	NA	11.68297405	0.028010007
14	20191210_LT_LMO1_MBOA	LMO1	MBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
15	20191210_LT_LMO1_Ctrl	LMO1	Ctrl	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
16	20191210_LT_LMO1_DG	LMO1	DG	2	2	HDM2BOA-Glc	417.1	Analyte	0	2.56	5.907	NA	4.656320608	0.011163559
17	20191210_LT_LMO1_DIMBOA	LMO1	DIMBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
18	20191210_LT_LMI1x_MBOA	LMI1x	MBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
19	20191210_LT_LMI1x_Ctrl	LMI1x	Ctrl	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
20	20191210_LT_LMI1x_DG	LMI1x	DG	2	2	HDM2BOA-Glc	417.1	Analyte	0	2.57	12.617	NA	9.945623348	0.023844698
21	20191210_LT_LMI1x_DIMBOA	LMI1x	DIMBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	2.56	5.584	NA	4.401708867	0.010553126
22	20191210_LT_LRC7-S_DIMBOA	LRC7-S	DIMBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
23	20191210_LT_LRC7-S_DG	LRC7-S	DG	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
24	20191210_LT_LRC7-S_MBOA	LRC7-S	MBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
25	20191210_LT_LRC7-S_Ctrl	LRC7-S	Ctrl	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
26	20191210_LT_LMI15_DIMBOA	LMI15	DIMBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
27	20191210_LT_LMI15_DG	LMI15	DG	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
28	20191210_LT_LMI15_MBOA	LMI15	MBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
29	20191210_LT_LMI15_Ctrl	LMI15	Ctrl	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
30	20191210_LT_LMX7_DIMBOA	LMX7	DIMBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
31	20191210_LT_LMX7_DG	LMX7	DG	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
32	20191210_LT_LMX7_MBOA	LMX7	MBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
33	20191210_LT_LMX7_Ctrl	LMX7	Ctrl	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
34	20191210_LT_LST16_DIMBOA	LST16	DIMBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
35	20191210_LT_LST16_DG	LST16	DG	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
36	20191210_LT_LST16_MBOA	LST16	MBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
37	20191210_LT_LST16_Ctrl	LST16	Ctrl	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
38	20191210_LT_LMR1_DIMBOA	LMR1	DIMBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
39	20191210_LT_LMR1_DG	LMR1	DG	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
40	20191210_LT_LMR1_MBOA	LMR1	MBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
41	20191210_LT_LMR1_Ctrl	LMR1	Ctrl	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
42	20191210_LT_LPB4-O_DIMBOA	LPB4-O	DIMBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
43	20191210_LT_LPB4-O_MBOA	LPB4-O	MBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
44	20191210_LT_LPB4-O_Ctrl	LPB4-O	Ctrl	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
45	20191210_LT_LPB4-O_DG	LPB4-O	DG	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
46	20191210_LT_LMN1_DIMBOA	LMN1	DIMBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
47	20191210_LT_LMN1_MBOA	LMN1	MBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
48	20191210_LT_LMN1_Ctrl	LMN1	Ctrl	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
49	20191210_LT_LMN1_DG	LMN1	DG	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
50	20191210_LT_LST14_DIMBOA	LST14	DIMBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
51	20191210_LT_LST14_MBOA	LST14	MBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
52	20191210_LT_LST14_Ctrl	LST14	Ctrl	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
53	20191210_LT_LST14_DG	LST14	DG	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
54	20191210_LT_LMM1_DIMBOA	LMM1	DIMBOA	2	2	HDM2BOA-Glc	417.1	Analyte	0	NA	NA	NA	NA	NA
